,Unnamed: 0,Unnamed: 0.1,index,created_at,id,text,language,shingleSet,signature,builtModel_sentiment,vader_score
171,171,178,196.0,Wed Apr 28 23:59:41 +0000 2021,1.3875571618579538e+18,   Third  ,en,"{443647312, 1990990761, 1193810515, 4013102741}","[738572364, 1966195587, 2169049983, 1053426906, 1901631147, 480449768, 364138961, 256583275, 1533430232, 814072492]",-1,0.0
172,172,179,197.0,Wed Apr 28 23:59:38 +0000 2021,1.387557150533177e+18,  Mega cap Tech has been on absolute fire yet another quarter     FB  AAPL  GOOGL  MSFT all reported amazing quarte  ,en,"{3060543621, 3030660496, 1086631444, 3173492372, 4013102741, 1534616469, 3485390746, 205556767, 134795809, 3485163687, 4031414185, 2327284010, 727847988, 2004831805, 1164780350, 1261428801, 4216054853, 4288275665, 1364311767, 908301666, 1049837797, 838136422, 1410760812, 4003056748, 2014163697, 427676924, 2278227709}","[8014361, 132607479, 48876828, 269121271, 425463678, 898155019, 30282927, 326294843, 195104019, 91893626]",1,0.34
173,173,180,198.0,Wed Apr 28 23:59:38 +0000 2021,1.3875571489226793e+18, This may be the wisest  more realistic  amp  most helpful book I ve come across  I ve been a self help book addict for  ,en,"{3563535619, 336680071, 692504845, 2600080782, 219643282, 559946899, 4238197653, 673428643, 381514406, 4277181865, 3345546153, 2649296172, 2300727854, 3492235570, 110330303, 1570216384, 2146414661, 1458362446, 2280754384, 280955739, 1672535269, 2887540328, 357036777, 2635055849, 2652687465, 1250568945, 2088181491, 3652712954, 2158290301}","[275882655, 65582072, 131964400, 631681169, 355733304, 99758887, 98009691, 42762762, 63818508, 37376117]",1,0.8357
174,174,181,199.0,Wed Apr 28 23:59:36 +0000 2021,1.3875571390031585e+18,     April       Oskar  Schindler  subject of  the       movie Schindler s List  is born in  Zwittau  Moravia  He is cred ,en,"{3173899270, 1698222855, 1882934537, 3135723276, 3948307213, 4238308114, 4013102741, 1846981788, 2540373668, 2382489254, 1637228843, 4287565490, 3453884469, 3392915639, 454116159, 2150746434, 2849661511, 440105929, 134019787, 468535635, 2880045276, 765220703, 2673166816, 2258553440, 3558105951, 1019958377, 2448961261, 230010357, 4066893943, 1579782522, 2630368251}","[84021943, 89524345, 169302506, 80947477, 125995933, 105065076, 1302060, 24626003, 7594440, 435862238]",1,0.0
175,175,182,200.0,Wed Apr 28 23:59:34 +0000 2021,1.3875571301993472e+18,     Amazon review  An apocalyptic thriller   The world will never be the same in Author K Z  Howell s apocalyptic tale   Dead ,en,"{2715309435, 338032019, 4013102741, 469545623, 4201608231, 1553499443, 1692182593, 804062788, 4281862982, 3359557830, 804285128, 1841462602, 3601580879, 1678733905, 2699930834, 4220493179, 774296534, 3139639513, 45076959, 545689824, 1372796389, 3138327018, 515776746, 15876333, 1573128817, 727681399, 2718974200, 3173939321, 3713735675}","[204643392, 349179686, 157795183, 132778879, 43712286, 114050369, 177657065, 326294843, 149259838, 62643191]",-1,-0.9186
176,176,183,201.0,Wed Apr 28 23:59:31 +0000 2021,1.3875571185894769e+18,   I love this series so much  Great characters who remain with you long after reading the books  Wonder ,en,"{4218817796, 2042186886, 2962228231, 2167948, 851238285, 4013102741, 231708057, 667747357, 379344800, 1026489892, 4087962678, 1212576439, 3447790915, 3592821830, 1737851977, 964253774, 3938483919, 1431036378, 1569210980, 3275452390, 3694602092, 3244618494}","[608643225, 369276053, 60017962, 105403343, 201834050, 54560183, 208663381, 54695588, 31911975, 467527469]",1,0.8617
177,177,184,202.0,Wed Apr 28 23:59:30 +0000 2021,1.3875571143112827e+18,  Welcome to  Canada  The Dead are waiting for you  Chateau Frontenac is their base  I hope your room is to your taste   TH ,en,"{4170478346, 3909948299, 4036312717, 2866310031, 1738228369, 347680146, 2881526675, 1387157525, 402308764, 3644253983, 2837703846, 1534624560, 843279025, 535521072, 2071706035, 894530871, 2278641340, 1467789886, 4231681996, 1265361105, 4167491928, 154517339, 3504558300, 762290270, 2881309155, 3051948007, 593288554, 1754253938, 2815822836, 3020135800}","[134139650, 80943137, 285520080, 148024628, 4916802, 154790413, 108964018, 45226866, 30008684, 219623431]",1,0.1531
178,178,185,203.0,Wed Apr 28 23:59:23 +0000 2021,1.3875570866037473e+18, Ramirez Fortnite  by Petit Tabouret   Gear up here    gt     fortnite  ,en,"{3304029831, 4013102741, 3901518237, 628601119, 447079588, 4254967848, 3145575721, 204393656, 3167957437, 2057819200, 1896980809, 3851472714, 3289863371, 988304735, 3729435747, 3813130732, 1503226229, 1195020413, 2272634622}","[477586013, 247689822, 6645674, 698011959, 504259635, 25730081, 717481972, 326294843, 90025292, 6738406]",1,0.2732
179,179,186,204.0,Wed Apr 28 23:59:23 +0000 2021,1.387557086293336e+18,he    Terrors of Christmas    Horror Shorts exploring the darker side of the holiday Get a chill in the summer hea  ,en,"{1786345611, 4013102741, 3328332192, 2181322281, 2740027322, 857254332, 3347565377, 1000911430, 252592454, 1059065169, 925166426, 2696589021, 1397118174, 2221369821, 2674537057, 4218079719, 486858599, 1505898215, 1040606957, 1638752111, 464896244, 3490612597, 2647815797, 3259002617, 2073907964}","[107233355, 35019117, 343109944, 172240488, 163877990, 146894056, 10779511, 10190627, 94252231, 183852322]",1,-0.6808
180,180,187,205.0,Wed Apr 28 23:59:20 +0000 2021,1.3875570723346227e+18, Having kids is not the same as being a parent     Frank Sonnenberg   BookSmart,en,"{4129025184, 2921639938, 3540774595, 737376708, 3325632837, 3579845001, 290628202, 3720035403, 4054839915, 1753647984, 4013102741, 4143412566, 3010399608, 529711033, 4101901337, 3496394395, 76899486}","[362460356, 122133891, 539244852, 634950030, 227147232, 433069059, 125223322, 283921723, 298456921, 67012427]",-1,0.0
181,181,188,206.0,Wed Apr 28 23:59:18 +0000 2021,1.3875570636567142e+18,  ad          retail is         Animal Crossing  New Horizons   Nintendo Switch     ,en,"{1397597062, 430095125, 4013102741, 2402026281, 2842210481, 2694720440, 3708679483, 486469566, 4069177673, 4113955669, 4070334302, 2443898338, 2400805604, 2399324517, 1968184171, 1139419372, 1547005937, 2771957362, 2671228406}","[384085073, 356547662, 432084433, 127299628, 116022311, 173626432, 84529337, 200570000, 284580920, 825181128]",1,0.0
182,182,189,207.0,Wed Apr 28 23:59:17 +0000 2021,1.3875570615133184e+18,  The Shooter Book Vol    is discounted on Amazon to just over     if you want to grab it on the cheap  ,en,"{1300308353, 2674012291, 802188293, 3669706507, 1790015628, 4245888013, 3540835474, 4013102741, 4169969311, 4260718498, 3831455524, 3415586342, 1379939495, 2657204649, 3288909482, 3799578283, 1553499443, 1496457274, 1584411707, 2849317441, 2149121352, 191704269, 1308158670, 3955621968, 159202259, 119252567, 3331036249}","[56936831, 127798975, 39671712, 71099234, 72011731, 315762949, 116615679, 145764984, 86924130, 103861142]",1,0.296
183,183,190,208.0,Wed Apr 28 23:59:17 +0000 2021,1.3875570607456952e+18,Here is the current in park lodging availability for next    days  Don t forget your sunscreen     ,en,"{689241486, 4013102741, 3471436321, 2172091169, 1268655397, 1368264869, 661105446, 3237820198, 1666442153, 2762984622, 3263783992, 3919383612, 1520969419, 1025162332, 4177382116, 1729292261, 3171920107, 3167089004, 1245918192, 3882147961}","[464535427, 42411309, 333956268, 110183865, 256996819, 321128728, 265742076, 216141218, 452336150, 8289392]",1,-0.2263
184,184,191,209.0,Wed Apr 28 23:59:16 +0000 2021,1.3875570557336412e+18,Source    SUPPORT  BEVEL made with BlackSkin in mind forget the  BURDEN  of HAIR BUMPS take  ,en,"{1726160514, 2146276614, 206994312, 4013102741, 1221577880, 3215146650, 2524639646, 3017238825, 2314390826, 2161785135, 2024300214, 1977618881, 2690164037, 1029370054, 3668924359, 3538775505, 1667260383, 3832883039, 4277199219, 2694360696, 212652796}","[7429212, 136848558, 45134518, 33897772, 418142667, 750101373, 13948550, 35078447, 6708932, 86757968]",1,-0.2732
185,185,192,210.0,Wed Apr 28 23:59:16 +0000 2021,1.387557054546682e+18,Welcome to  Canada  The Dead are waiting for you  Chateau Frontenac is their base  I hope your room is to your tast  ,en,"{4036312717, 2866310031, 1738228369, 347680146, 2881526675, 1387157525, 29063965, 3644253983, 2837703846, 1534624560, 843279025, 2071706035, 894530871, 2278641340, 1467789886, 1537560523, 1265361105, 4167491928, 154517339, 3504558300, 1114288093, 762290270, 2881309155, 3051948007, 593288554, 3020135800}","[134139650, 80943137, 285520080, 98226490, 4916802, 154790413, 153070749, 45226866, 30008684, 81390299]",1,0.1531
186,186,193,211.0,Wed Apr 28 23:59:14 +0000 2021,1.387557046304711e+18,  Get a free audiobook of the acclaimed biography on Elon Musk when you sign up for Audible  gt  gt   h ,en,"{3050726285, 3706047377, 1610932625, 4277382164, 1363566229, 2700963094, 2396040345, 12385181, 2894893597, 2649147045, 3964621357, 1842122545, 22073013, 299979322, 3167957437, 2057819200, 1305115093, 341491160, 4268800097, 2922914531, 543325926, 1970051436, 2376525561, 1671950587}","[102997802, 7946373, 110022454, 39994080, 724348484, 633786461, 53086220, 144488733, 90025292, 49486100]",1,0.7579
187,187,194,212.0,Wed Apr 28 23:59:11 +0000 2021,1.3875570359993262e+18,  Building Machine Learning Powered Applications  Going from Idea to Product   Link      MachineLear ,en,"{1357851787, 1827397139, 4013102741, 3500590747, 137631399, 3691594420, 1256492597, 1618180284, 1896235457, 3228918338, 3997544516, 3966391373, 2193700437, 2456673754, 3239301343, 2227706721, 1420051176, 1525525224, 1394423278}","[199123923, 94699868, 323472272, 1372852568, 1069201577, 36735142, 202667474, 326294843, 177890990, 178718952]",1,0.0
188,188,195,213.0,Wed Apr 28 23:59:08 +0000 2021,1.3875570246663782e+18,   Series of   murder mysteries  complete with explosive finale   Some of the best books I ve ever come ,en,"{4275598209, 4013102741, 127071768, 3751223579, 726788780, 3314939820, 1780615854, 3695935532, 1513997617, 2695990193, 1684583090, 846098993, 2164984697, 3531651775, 1169938501, 1934729424, 159759316, 2229987034, 3819115229, 1838250599, 2072064876, 2108564976, 2189344505, 1517565}","[101935797, 61337958, 143607065, 266713675, 518438569, 501115070, 20748276, 62935437, 73914546, 261401624]",1,-0.128
189,189,196,214.0,Wed Apr 28 23:59:08 +0000 2021,1.3875570230725427e+18,Social Distancing   Self Isolated    Stressed     Learn how to relax with this book  Stress is harmful to your Heal  ,en,"{3841483910, 2342629772, 982558609, 4013102741, 4111841180, 2483464349, 3501059369, 1433983663, 907667637, 2281201207, 1811178807, 581794361, 3197378887, 2375205584, 3994709460, 1873180631, 1606927449, 766468700, 803263965, 3656648812, 2026558063, 1895635569, 1851454833, 1136685685, 2420164601, 631488122}","[64871312, 33339201, 81786521, 191903203, 261547492, 78005489, 81880138, 51952043, 158953321, 214904672]",1,-0.5574
190,190,197,215.0,Wed Apr 28 23:59:08 +0000 2021,1.3875570210089943e+18, Thank you for confirming  When you have a free moment  please forward us your order details here   ,en,"{725334542, 2928508436, 4013102741, 2420849051, 628601119, 1134204452, 1602325156, 3687726502, 2291849127, 3294705583, 2387989323, 1218617807, 2106775119, 57062226, 1274146262, 2658849242, 722251227, 3907744475, 2909722344, 96037356, 937686897}","[48043242, 141952636, 218994094, 350820422, 402968677, 349222202, 65331575, 235079228, 383677896, 718313089]",1,0.7964
191,191,198,216.0,Wed Apr 28 23:59:05 +0000 2021,1.3875570103427604e+18,  How does one profit from evil   Read the novel  And the Salesman Came to Town  and still wonder how one profits from ev ,en,"{3606034561, 912303234, 315699721, 1108014089, 3270746641, 3272350227, 954422804, 862626710, 2910814361, 561192478, 1129473951, 3074281247, 2944835239, 4116461736, 3399382443, 2010613045, 4076412859, 1762590907, 2765075660, 1717114700, 135458643, 1854847700, 2859368414, 2336035551, 255874014, 889352037, 1014292841, 3244751477}","[185063574, 116310093, 86305705, 399042678, 106710104, 73585711, 147184664, 216391333, 40519326, 24057041]",1,0.4019
192,192,199,217.0,Wed Apr 28 23:59:05 +0000 2021,1.3875570087616266e+18, CRM Starting to peak out of this channel starting back in August  Watching for a move over     resistance for conf  ,en,"{3944655488, 495521539, 963395079, 3440998923, 1432099859, 1261790996, 4013102741, 2459895705, 4185599139, 1885209637, 3415586342, 667621799, 1270315688, 1778463540, 1372245813, 2638039990, 3915392192, 2761059649, 2492259026, 1262824659, 2316271828, 251559636, 1374646871, 978786522, 1366484698}","[681699522, 137854857, 84450708, 79849186, 43395129, 65684238, 161531473, 111928663, 487218854, 6415118]",-1,0.0
193,193,200,218.0,Wed Apr 28 23:59:00 +0000 2021,1.387556989685936e+18,    Ring Light Bundle for           Save     with promo code   RFDK           Seller MUST be  ,en,"{76694145, 3464214147, 4000049034, 1075781259, 676968847, 4013102741, 3781430423, 3901776413, 970926624, 1352527157, 1886540094, 2030374597, 364031173, 2015327175, 513668042, 693883469, 396865491, 1234888413, 824735718, 2609652587, 2747253101, 1250568945, 521054717}","[59211994, 74969349, 150754471, 81712332, 17257008, 34038345, 135915869, 42762762, 63818508, 128178149]",1,0.4939
194,194,201,220.0,Wed Apr 28 23:58:57 +0000 2021,1.3875569776607273e+18,  The visitors arrived at the end of the last ice age  The clues they left behind have been found  and a corrupt government wi ,en,"{1461669377, 2437607429, 1690726789, 4018485898, 4214960791, 2068525848, 413350687, 4140857120, 3408379303, 4268785195, 1553499443, 737787315, 3255381432, 3692023864, 2491907903, 690646216, 2021457738, 269624394, 593120850, 1991144406, 1922823775, 4126269920, 3169615849, 2974780011, 2839620331, 2310174065, 1339071864}","[1843159, 59583829, 237213337, 2238966, 40248595, 172049708, 356003941, 33115216, 167863163, 234864885]",-1,0.0
195,195,202,221.0,Wed Apr 28 23:58:56 +0000 2021,1.3875569719482245e+18, Skechers Work Relaxed Fit  Hobbes Frat SR  Zapatos de Seguridad Hombre                       ,en,"{2499569442, 1997449668, 174666116, 1879315207, 1277160807, 2561004305, 4173994258, 2147202609, 450522932, 4013102741, 278885334, 1140223800, 1490265916, 1733377885, 189874879}","[146919388, 6948523, 426511278, 186225177, 414980301, 438386169, 203514864, 79866106, 496219245, 72910498]",1,0.6908
196,196,203,223.0,Wed Apr 28 23:58:49 +0000 2021,1.3875569440057713e+18,Misting Cooling System for     OFF   Promo code     V  UE     amazonfinds  AmazonDeals  ,en,"{3498069905, 4013102741, 130199837, 514151714, 678705318, 2207896758, 3800932662, 714787001, 1886540094, 4067952709, 768518475, 86797261, 4236461519, 2207692880, 2182008150, 3851137532, 3057093469, 1029084901, 277038568, 1250568945, 1566640113, 2013514364}","[21982995, 69316503, 18807404, 19321624, 54100146, 21215531, 64790771, 42762762, 63818508, 128178149]",1,0.0
197,197,204,226.0,Tue Apr 27 23:59:58 +0000 2021,1.3871948451822387e+18,    stars   Thrilling  scifi adventure    ZENZORIS RETURNS      Kindle  ebook  fantasy  ,en,"{3269671296, 3607723651, 2556860805, 2084925960, 2835464721, 3298076180, 4013102741, 1298579094, 1314390685, 4048511006, 950466855, 1819013292, 97314360, 1957930442, 1907356765, 2453853413, 3055104752, 1801143282, 3249653, 1655388920, 4107731966}","[465993670, 151119509, 146263113, 185528848, 272919662, 117615320, 435860702, 326294843, 110745426, 100864292]",1,0.6597
198,198,205,227.0,Tue Apr 27 23:59:46 +0000 2021,1.3871947947163238e+18,  Get ready for Summer    Pop Up   x   Foot Canopy Tent for          includes warranty      ,en,"{971291399, 2131961867, 189392016, 4013102741, 1960025493, 2699485726, 1062650400, 705695395, 2649147045, 1133768358, 466629413, 3719840050, 3269679667, 663506102, 2860704569, 2030919619, 461655236, 1625125330, 2173055192, 544523485, 206979678, 1567554146, 3475158248, 1250568945}","[7288530, 398193982, 32906186, 7926370, 62922045, 255137558, 98020707, 33991792, 63818508, 317480381]",1,0.3612
199,199,206,228.0,Tue Apr 27 23:59:41 +0000 2021,1.3871947731576832e+18,  Looking for  scifi in a variety of lengths  I ve got you covered    Novella  werewolves on an alien planet  ,en,"{2922846723, 1212389636, 2305667465, 3064939145, 87343757, 3091337871, 1377660687, 543491601, 4013102741, 4189352858, 2779179169, 863220520, 839865385, 2137818170, 2483394496, 1973861573, 650479695, 3371605460, 1823348568, 1466396638, 744526313, 2635055849, 3642524522, 2435104364, 3725421806, 1306779635, 281141370}","[47643147, 105529935, 171952436, 97600258, 5698059, 22119111, 151403623, 72427531, 186094076, 14695706]",1,0.0
200,200,207,229.0,Tue Apr 27 23:59:40 +0000 2021,1.3871947692276326e+18,Hard to find  retail price   Amazon has the LEGO       Master Builder Series Star Wars  A New Hope Mos Eisley Canti  ,en,"{492607115, 2667163149, 1773589904, 4013102741, 528493340, 2326008478, 3996941089, 1127149484, 620898093, 2888640561, 1518646715, 2452651584, 1692182593, 2541381, 766523205, 4138599366, 9725511, 178367817, 990868050, 2614333279, 3364783072, 3743457765, 4077176039, 504067177, 1789518831, 3920240755, 1685965943}","[174356062, 154649292, 93361570, 207617746, 73402379, 190393570, 10204662, 140046319, 408406208, 19798237]",1,-0.1027
201,201,208,230.0,Tue Apr 27 23:59:35 +0000 2021,1.38719474883063e+18,   A tragic story is not merely a sad story  In a sad story the hero dies or fails in his enterprise   The tragic story ha ,en,"{509814018, 1608838404, 3479763844, 1496971533, 3041307917, 74469393, 902707732, 4013102741, 2092150049, 1769569443, 1771383076, 1589105835, 1553499443, 727286457, 1844688571, 1355742529, 572456007, 3946572876, 4213831891, 1718939092, 4082449493, 1398000214, 3764486102, 3676649313, 210197736, 2501246442, 3306940138, 820793454, 1913323249}","[140438326, 250770779, 22885158, 182388931, 121578833, 104684479, 92025445, 326294843, 311920249, 7113307]",-1,0.32
202,202,209,231.0,Tue Apr 27 23:59:30 +0000 2021,1.3871947258375086e+18, It s Hot   TURN TO ASH OPEN LINES   Of my Essay  HPL  amp  The Primal Origins of Late Night Radio  a reviewer wrote Th  ,en,"{2880428548, 2936798981, 4002351878, 43658630, 2112638860, 1218139023, 3567922063, 683796116, 2452588697, 2365970715, 3475769374, 1969528869, 821479206, 594316456, 2896093226, 3148306220, 216139439, 3492235570, 2579487925, 1381869242, 2426638653, 3007797568, 1555464385, 2946241225, 778885323, 2056768467, 416225757, 4093379042, 1779147109, 1822777450, 647288944, 3179889011, 1079946366}","[109304887, 47756546, 182892311, 94508127, 229569867, 1696529, 86052684, 253740425, 25886656, 66622173]",1,0.0
203,203,210,232.0,Tue Apr 27 23:59:26 +0000 2021,1.38719470852762e+18,  ad              off       mAh Hand Crank Solar Weather Radio with LED Flashlight   Reading Lamp  USB Cell Phone Power C ,en,"{4186584962, 1094660996, 3257683983, 4013102741, 1361924760, 1785989146, 2849956890, 323929886, 4016718624, 566037670, 2728651558, 1310248244, 560801334, 540369975, 4070334302, 4255250528, 2399324517, 2808499558, 2071559397, 1139419372, 1891401967, 2868900594, 1932325750, 239464184, 1305852026, 1050316541, 4153106303}","[92280714, 270810068, 25738163, 97773221, 116022311, 109125630, 75757587, 52928218, 158064459, 23827930]",1,0.4939
204,204,211,233.0,Tue Apr 27 23:59:16 +0000 2021,1.3871946690172723e+18, Our future is dependent on our kids  And the future of your children is dependent on you    Frank Sonnenberg  ,en,"{2921639938, 1813365770, 4013102741, 4101901337, 2196115868, 1129473951, 1286290727, 2910141479, 792161324, 3061360047, 1649827896, 737376708, 3720035403, 1010632782, 626431695, 2862254672, 1618992086, 2086234072, 1718413665, 3091476843, 182434036, 2766021499, 3733029884}","[201405127, 725670215, 59884171, 707124561, 69958168, 438806366, 281152688, 29238183, 38279878, 213679127]",1,0.0
205,205,212,234.0,Tue Apr 27 23:59:16 +0000 2021,1.3871946666181796e+18,Citizen Kane ASICS Women s Hyper Rocketgirl SP   Cross Country Spike Shoe   Casemiro  Courtois  Bill Burr,en,"{287903106, 3069869061, 585121289, 984241546, 2351030290, 2927715615, 433086380, 994119094, 2747121849, 2916412989, 3892333762, 920605892, 2859789027, 2714963050, 4113837292, 2984141423, 1471140466, 93138932, 2076328181, 1052720119}","[228385247, 40598476, 408241282, 293950731, 738262346, 84878711, 290614207, 36212496, 38606914, 156669950]",1,0.0
206,206,213,235.0,Tue Apr 27 23:59:13 +0000 2021,1.3871946576255836e+18,  Shine a little light on the creatures of the night  He comes for me  but will he set me free   PREY FOR THE DEAD  https   ,en,"{3524155009, 1875902724, 3546618376, 3292015241, 1459592200, 1907678612, 3153843733, 4013102741, 2811903261, 2765189150, 1141452834, 561930791, 2751899057, 1883453625, 4084033466, 3917831356, 905214140, 632737734, 4056256456, 11848528, 7599323, 4257913308, 716613339, 2263872863, 2599504741, 3429097702, 1246908524, 3382941294, 4070947441, 1442622066, 470017269, 1277373693, 1828463870}","[34526271, 114345184, 82399373, 156174003, 434312381, 89711554, 36374692, 11596697, 2307619, 99304256]",1,-0.5573
207,207,214,236.0,Tue Apr 27 23:59:13 +0000 2021,1.387194654177833e+18,Amazon Fire TV Stick  Streaming videos  music  tv shows    affiliatelink ,en,"{2386544064, 3350722402, 1779117700, 2979803685, 2639299365, 2629530280, 2731779083, 2393012302, 2167715056, 1170938067, 3912693045, 4013102741, 356100151, 3254944920, 1861218073}","[364463529, 447086553, 492233341, 64296516, 74569704, 509971175, 56701158, 220844533, 278679293, 242294648]",-1,-0.1779
208,208,215,238.0,Tue Apr 27 23:59:00 +0000 2021,1.3871946013589627e+18,STEAL      pack of LED Video Photo Lighting Kit               Save     with promo code   FDUL     ,en,"{76694145, 3464214147, 3993581829, 2021526156, 4292360593, 4013102741, 2090860058, 3901776413, 970926624, 1379787306, 3241478830, 3048819638, 1886540094, 115674566, 767958985, 807092938, 1127743566, 824735718, 2747253101, 1183805040, 4001254267, 521054717}","[343905691, 15423487, 438393259, 81712332, 186715325, 34038345, 98634223, 326294843, 167794369, 128178149]",1,-0.186
209,209,216,239.0,Tue Apr 27 23:59:00 +0000 2021,1.387194600381616e+18,Paranormal Detectives      off as part of today s Deal of the Day at Amazon    ad  TGDrepost ,en,"{4241187079, 2416962957, 1593605519, 3051301266, 3574835346, 4013102741, 983905693, 3682723627, 4006671275, 1530700846, 1318963508, 2505576891, 2879423933, 2507646408, 476901972, 2571807193, 1810521180, 4070334302, 787172831, 2399324517, 1932325750}","[420344208, 142858962, 211651137, 61408589, 116022311, 249732134, 40127601, 123282390, 78611394, 197343893]",1,0.1779
210,210,217,240.0,Tue Apr 27 23:58:52 +0000 2021,1.3871945700400333e+18,  Here s some of my  amzn thoughts as many debate on Wall Street  But  I m just a market technician that tries to use some prag ,en,"{4261839745, 4235176590, 1571198459, 433280414, 866841382, 1488650026, 1203928107, 351895086, 1842849584, 2830514865, 878745520, 1295242673, 3905818422, 313284027, 4028869182, 1822475844, 2230634950, 3047391435, 738859351, 584886619, 2294366177, 61833703, 3158126207, 1012425074, 69572211, 3788554233, 2075954171, 2486182524, 239585918, 756990207}","[44554428, 344154159, 91815016, 11166344, 130661189, 113171118, 6367676, 227898202, 176334263, 149766460]",1,0.0
211,211,218,241.0,Tue Apr 27 23:58:51 +0000 2021,1.387194562586681e+18,  It s  KentuckyDerby week  Celebrate the  runfortheroses with a fun whodunit from  FionaQuinnMysteries SADDLE UP FOR MURDER ,en,"{2604560899, 2070124165, 4002351878, 3066974601, 541646347, 15857682, 1158123028, 649473556, 3525310487, 1262856861, 1278173469, 3502415911, 3488118699, 670575788, 3075274548, 2156322750, 900023746, 1972485058, 3837792708, 2433573839, 2166441947, 1890432755}","[171515972, 16213602, 175311009, 94508127, 78324302, 16983193, 213728961, 28465960, 148414400, 261377082]",1,0.1449
212,212,219,243.0,Tue Apr 27 23:58:40 +0000 2021,1.3871945170702705e+18, We re sorry to hear about this poor experience  A member of our Operations team would like to look in  ,en,"{690033537, 1199266436, 643622920, 1357064336, 4046452380, 1510722462, 25614371, 1864237744, 2952565810, 2389657011, 1571501621, 2404660793, 674854972, 1852513726, 3126939327, 1945829697, 2443934668, 2345240021, 841391962, 33085405, 34451558, 2114203000}","[482225022, 51753313, 388856947, 97109527, 50864328, 66360018, 364163831, 10285127, 182721171, 298089369]",-1,-0.3453
213,213,220,244.0,Tue Apr 27 23:58:37 +0000 2021,1.3871945063202693e+18,Can t fit in your spring clothes  A Tired Older Woman Loses Weight  amp  Keeps It Off   Diet  ,en,"{2809667724, 4274226194, 4221020946, 1799200403, 2590612503, 3766231970, 2671178275, 2664831270, 302811814, 4006352681, 1602116905, 3256844975, 3492235570, 1086537522, 1882472763, 1496267969, 964981191, 2881188434, 4145648091, 2830266079, 1098227553, 1662154596, 170880382}","[75853990, 110764827, 67186270, 294426775, 19837205, 192023845, 73924234, 2350883, 72443582, 47287081]",-1,-0.4019
214,214,221,245.0,Tue Apr 27 23:58:24 +0000 2021,1.387194452536488e+18,  Assignment Russia  Becoming a Foreign Correspondent in the Crucible of the Cold War by Marvin Kalb  h ,en,"{4273459851, 3484861198, 1363566229, 1495229082, 3082093088, 3064329127, 1869778090, 1624222159, 1528993624, 2351875545, 2037038428, 3254090845, 2668694366, 3547582695, 766602215, 389741674, 954941421, 998575342, 3272432628, 2803285498}","[163432285, 250887648, 277353358, 138693993, 2451929, 509625665, 237396182, 81755050, 148538092, 281850901]",-1,-0.5994
215,215,223,247.0,Tue Apr 27 23:58:22 +0000 2021,1.3871944433804984e+18,  Their legendary serenades  the last hope for the unaccompanied and brokenhearted  are sought out by those who believe in ,en,"{2613281923, 575970310, 658270999, 1832037551, 489222706, 115133620, 3559267646, 255136705, 613164231, 1392628946, 971477331, 2791283673, 4226843994, 1743631963, 2283073373, 382011236, 2219614949, 2963518700, 3072782834, 1000589557, 1730853750, 2123166071}","[268430785, 12375567, 482815752, 138796777, 35338631, 5458357, 314994236, 385304336, 517911080, 34950188]",1,0.4404
216,216,224,248.0,Tue Apr 27 23:58:22 +0000 2021,1.3871944423109837e+18,   PS  Game Charts USA Today s Best Selling PS  Games    Amazon USA  ,en,"{4013102741, 1175041049, 1559408163, 3786563881, 138285358, 1761615924, 278552379, 1692182593, 3770569537, 1194488013, 1248800472, 4058147800, 1260856418, 1221559524, 773225319, 3328896744, 3761548395, 819721335, 2133028479}","[563392949, 59732256, 11673791, 7144026, 258490487, 147944792, 93838639, 326294843, 458394716, 636444432]",1,0.7096
217,217,225,249.0,Tue Apr 27 23:58:19 +0000 2021,1.3871944316238643e+18,Agents of Mayhem is now        Get it here on Amazon    gt     Is like Fortnite but   you got m  ,en,"{3304029831, 1368187400, 295994635, 4013102741, 1972587041, 1056691747, 2649147045, 2026149927, 3425495473, 272848562, 1527527222, 2505576891, 3167957437, 2057819200, 3071712334, 2358723153, 2289842900, 1702842070, 1881518807, 671134554, 3689716059, 2083627995, 2246697569, 773402859, 2768525164, 207046135, 2216904568}","[68710733, 171433030, 3562182, 198463543, 154709358, 25730081, 406467211, 326294843, 13392407, 55657584]",1,0.3919
218,218,226,250.0,Tue Apr 27 23:58:13 +0000 2021,1.3871944052582932e+18,  Girl     by Amy Suiter Clarke    Books  Novel  Fiction  CrimeFiction  Thriller ,en,"{3259837957, 2391777162, 3459277835, 4013102741, 3217039384, 2417955876, 355738023, 4173447341, 3419365046, 3486549820, 1869032893, 2434973634, 2076617557, 411373919, 775233248, 3533913567, 328754288, 430755954, 4130162302, 3341416063}","[259142017, 411688511, 29962560, 137312274, 10352678, 36001603, 154021382, 17533291, 402497154, 327126392]",1,0.4019
219,219,227,251.0,Tue Apr 27 23:58:10 +0000 2021,1.3871943926000558e+18,Sometimes you get a third chance   Love s Third Chance  Grab hold  and don t let go   SmTown  ,en,"{1975646848, 3508350977, 2277555713, 1877182362, 1313680541, 3679419943, 1125013544, 2949659180, 2418521389, 2707139502, 2981102642, 1314895928, 1213903420, 1844002502, 849136209, 1792317649, 4148691157, 3016788330, 3269252721, 3118635250, 2446310644, 2675384181, 91997435, 1622686335}","[18622085, 32776440, 21561465, 191860621, 91604655, 670508468, 317534933, 59850985, 55009192, 74314747]",1,0.802
